date,delta,sigma_distance,direction,macro_tag
1970-03-19,-20.999999999999996,-3.2900296796035677,down,
1970-05-27,-20.000000000000107,-3.13328102078219,down,
1970-11-20,-23.999999999999932,-3.760275656067743,down,
1971-08-16,-26.999999999999957,-4.230521632531932,down,
1975-03-24,21.000000000000085,3.293413990895037,up,
1975-05-02,-20.000000000000107,-3.13328102078219,down,
1978-11-01,-30.00000000000007,-4.700767608996135,down,
1979-10-18,21.000000000000085,3.293413990895037,up,
1979-10-19,26.999999999999957,4.233905943823387,up,
1979-10-22,28.000000000000114,4.390654602644807,up,
1979-10-26,-31.00000000000005,-4.857516267817527,down,
1979-11-09,-28.000000000000114,-4.387270291353351,down,
1980-02-05,33.00000000000001,5.174397896751765,up,
1980-02-07,-20.999999999999908,-3.290029679603554,down,
1980-02-11,20.999999999999908,3.293413990895009,up,
1980-02-15,22.999999999999865,3.6069113085377924,up,
1980-02-21,38.00000000000008,5.958141190858751,up,
1980-02-25,20.999999999999908,3.293413990895009,up,
1980-02-26,38.00000000000008,5.958141190858751,up,
1980-02-28,-54.00000000000009,-8.462735420709619,down,
1980-02-29,-19.99999999999993,-3.1332810207821624,down,
1980-03-07,-27.000000000000135,-4.23052163253196,down,
1980-03-10,-22.999999999999865,-3.6035269972463375,down,
1980-03-11,-22.000000000000064,-3.4467783384249735,down,
1980-03-12,20.999999999999908,3.293413990895009,up,
1980-03-20,26.999999999999957,4.233905943823387,up,
1980-03-24,41.99999999999999,6.5851358261443185,up,
1980-03-28,-25.0,-3.9170243148891486,down,
1980-04-11,-27.000000000000135,-4.23052163253196,down,
1980-04-16,-67.0,-10.500467985387742,down,
1980-04-17,23.000000000000043,3.6069113085378204,up,
1980-04-28,-31.99999999999985,-5.014264926638891,down,
1980-05-02,-33.00000000000001,-5.17101358546031,down,
1980-05-06,-37.9999999999999,-5.9547568795672685,down,
1980-05-08,21.999999999999886,3.450162649716401,up,
1980-05-20,-30.999999999999872,-4.857516267817499,down,
1980-05-23,-25.0,-3.9170243148891486,down,
1980-06-06,-20.999999999999908,-3.290029679603554,down,
1980-07-31,23.000000000000043,3.6069113085378204,up,
