date,delta,sigma_distance,direction,macro_tag
1978-01-09,29.999999999999982,3.839793819141941,up,
1978-12-18,27.999999999999936,3.584250896186945,up,
1979-10-10,28.000000000000114,3.5842508961869677,up,
1979-10-18,34.999999999999964,4.478651126529415,up,
1979-10-19,40.000000000000036,5.1175084339169,up,
1979-10-22,27.999999999999936,3.584250896186945,up,
1979-10-26,-53.999999999999915,-6.893008944967645,down,
1979-11-09,-50.99999999999998,-6.509694560535167,down,
1979-11-16,29.000000000000092,3.71202235766446,up,
1979-11-26,-25.0,-3.187636562120294,down,
1979-11-27,-33.00000000000001,-4.209808253940257,down,
1979-12-11,34.999999999999964,4.478651126529415,up,
1979-12-12,25.0,3.2009365117544673,up,
1980-02-01,28.999999999999915,3.7120223576644373,up,
1980-02-05,37.0000000000001,4.734194049484422,up,
1980-02-11,28.999999999999915,3.7120223576644373,up,
1980-02-15,53.000000000000114,6.778537433124348,up,
1980-02-21,48.00000000000004,6.139680125736863,up,
1980-02-26,29.000000000000092,3.71202235766446,up,
1980-02-28,-41.000000000000014,-5.231979945760219,down,
1980-02-29,32.00000000000003,4.095336742096937,up,
1980-03-06,27.999999999999936,3.584250896186945,up,
1980-03-10,-48.999999999999844,-6.25415163758016,down,
1980-03-11,-28.000000000000114,-3.570950946552794,down,
1980-03-12,31.00000000000005,3.967565280619445,up,
1980-03-18,-40.000000000000036,-5.1042084842827276,down,
1980-03-20,69.99999999999993,8.950652278241742,up,
1980-03-24,33.999999999999986,4.350879665051922,up,
1980-03-31,-25.99999999999998,-3.3154080235977865,down,
1980-04-09,-35.00000000000014,-4.465351176895265,down,
1980-04-11,-34.999999999999964,-4.465351176895242,down,
1980-04-14,-25.99999999999998,-3.3154080235977865,down,
1980-04-15,-24.00000000000002,-3.0598651006428015,down,
1980-04-16,-75.0,-9.576209635995056,down,
1980-04-28,-65.00000000000003,-8.298495021220107,down,
1980-05-02,-66.00000000000001,-8.426266482697601,down,
1980-05-06,-44.99999999999993,-5.7430657916701895,down,
1980-05-09,36.99999999999992,4.734194049484399,up,
1980-05-12,-33.00000000000001,-4.209808253940257,down,
1980-05-16,27.999999999999936,3.584250896186945,up,
1980-05-20,-51.99999999999996,-6.63746602201266,down,
1980-05-23,-40.000000000000036,-5.1042084842827276,down,
1980-06-06,-25.0,-3.187636562120294,down,
1980-06-20,-25.0,-3.187636562120294,down,
1980-07-03,-24.00000000000002,-3.0598651006428015,down,
1980-07-31,39.00000000000006,4.989736972439407,up,
1980-08-11,25.99999999999998,3.32870797323196,up,
1980-08-18,65.00000000000003,8.31179497085428,up,
1980-08-25,25.0,3.2009365117544673,up,
1980-08-28,25.0,3.2009365117544673,up,
1980-08-29,-41.000000000000014,-5.231979945760219,down,
1980-09-03,-32.00000000000003,-4.082036792462764,down,
1980-09-11,24.00000000000002,3.073165050276975,up,
1980-09-15,38.99999999999988,4.989736972439385,up,
1980-09-19,-25.0,-3.187636562120294,down,
1980-09-22,41.000000000000014,5.245279895394392,up,
1980-09-26,29.000000000000092,3.71202235766446,up,
1980-09-30,-25.0,-3.187636562120294,down,
1980-10-03,-55.00000000000007,-7.02078040644516,down,
1980-10-08,25.0,3.2009365117544673,up,
1980-10-27,48.00000000000004,6.139680125736863,up,
1980-11-14,35.99999999999994,4.606422588006907,up,
1980-11-17,46.000000000000085,5.8841372027818775,up,
1980-11-18,-24.00000000000002,-3.0598651006428015,down,
1980-11-21,30.00000000000007,3.8397938191419527,up,
1980-12-11,38.00000000000008,4.861965510961915,up,
1980-12-16,28.999999999999915,3.7120223576644373,up,
1980-12-19,-83.99999999999999,-10.726152789292511,down,
1980-12-22,-81.00000000000006,-10.342838404860034,down,
1980-12-24,33.00000000000001,4.223108203574429,up,
1981-01-05,-82.00000000000003,-10.470609866337526,down,
1981-01-07,50.0,6.3952230486918475,up,
1981-01-09,43.99999999999995,5.62859427982687,up,
1981-01-12,-35.99999999999994,-4.593122638372734,down,
1981-01-14,-35.00000000000014,-4.465351176895265,down,
1981-01-15,30.00000000000007,3.8397938191419527,up,
1981-01-19,53.999999999999915,6.906308894601818,up,
1981-01-21,30.999999999999872,3.9675652806194224,up,
1981-01-26,-33.999999999999986,-4.33757971541775,down,
1981-02-02,25.0,3.2009365117544673,up,
1981-02-06,25.99999999999998,3.32870797323196,up,
1981-02-11,24.00000000000002,3.073165050276975,up,
1981-02-19,-25.99999999999998,-3.3154080235977865,down,
1981-02-23,36.99999999999992,4.734194049484399,up,
1981-03-02,32.00000000000003,4.095336742096937,up,
1981-03-03,-26.999999999999957,-3.443179485075279,down,
1981-03-06,-25.99999999999998,-3.3154080235977865,down,
1981-03-13,-25.0,-3.187636562120294,down,
1981-03-18,-44.99999999999993,-5.7430657916701895,down,
1981-03-23,47.999999999999865,6.13968012573684,up,
1981-03-30,-34.999999999999964,-4.465351176895242,down,
1981-04-06,56.00000000000005,7.161851817556825,up,
1981-04-07,-43.00000000000015,-5.487522868715227,down,
1981-04-15,26.999999999999957,3.4564794347094523,up,
1981-05-04,64.99999999999986,8.311794970854258,up,
1981-05-05,57.00000000000003,7.289623279034318,up,
1981-05-15,-25.0,-3.187636562120294,down,
1981-05-18,-36.00000000000012,-4.5931226383727575,down,
1981-05-19,28.000000000000114,3.5842508961869677,up,
1981-05-22,-26.999999999999957,-3.443179485075279,down,
1981-05-28,-35.00000000000014,-4.465351176895265,down,
1981-05-29,-38.99999999999988,-4.976437022805212,down,
1981-06-08,-41.99999999999999,-5.359751407237712,down,
1981-06-15,-41.000000000000014,-5.231979945760219,down,
1981-06-17,25.99999999999998,3.32870797323196,up,
1981-06-18,29.000000000000092,3.71202235766446,up,
1981-07-01,27.999999999999936,3.584250896186945,up,
1981-07-07,24.00000000000002,3.073165050276975,up,
1981-07-10,-25.99999999999998,-3.3154080235977865,down,
1981-07-14,24.00000000000002,3.073165050276975,up,
1981-07-20,89.00000000000006,11.37831004631417,up,
1981-08-03,32.00000000000003,4.095336742096937,up,
1981-08-12,34.999999999999964,4.478651126529415,up,
1981-08-24,55.00000000000007,7.034080356079333,up,
1981-09-11,-25.0,-3.187636562120294,down,
1981-09-15,-30.00000000000007,-3.8264938695077793,down,
1981-09-22,25.0,3.2009365117544673,up,
1981-09-25,35.99999999999994,4.606422588006907,up,
1981-10-05,-47.000000000000064,-5.998608714625197,down,
1981-10-09,-58.999999999999986,-7.5318662523551305,down,
1981-10-29,-34.999999999999964,-4.465351176895242,down,
1981-10-30,-48.00000000000004,-6.12638017610269,down,
1981-11-06,-33.999999999999986,-4.33757971541775,down,
1981-11-09,-68.99999999999994,-8.809580867130077,down,
1981-11-18,-52.000000000000135,-6.637466022012682,down,
1981-11-23,28.999999999999915,3.7120223576644373,up,
1981-11-24,-34.999999999999964,-4.465351176895242,down,
1981-11-30,25.0,3.2009365117544673,up,
1981-12-01,35.00000000000014,4.478651126529437,up,
1981-12-04,-65.00000000000003,-8.298495021220107,down,
1981-12-07,34.999999999999964,4.478651126529415,up,
1981-12-10,29.000000000000092,3.71202235766446,up,
1981-12-15,-29.000000000000092,-3.6987224080302865,down,
1981-12-17,33.00000000000001,4.223108203574429,up,
1981-12-21,41.99999999999999,5.373051356871885,up,
1981-12-23,34.999999999999964,4.478651126529415,up,
1981-12-31,-26.999999999999957,-3.443179485075279,down,
1982-01-11,44.00000000000013,5.628594279826893,up,
1982-01-13,28.999999999999915,3.7120223576644373,up,
1982-01-28,-24.00000000000002,-3.0598651006428015,down,
1982-02-01,79.99999999999989,10.22836689301669,up,
1982-02-22,-58.999999999999986,-7.5318662523551305,down,
1982-03-11,27.999999999999936,3.584250896186945,up,
1982-03-22,-25.99999999999998,-3.3154080235977865,down,
1982-04-08,-25.99999999999998,-3.3154080235977865,down,
1982-05-06,-25.99999999999998,-3.3154080235977865,down,
1982-05-20,-29.999999999999893,-3.826493869507756,down,
1982-06-14,28.999999999999915,3.7120223576644373,up,
1982-06-17,33.999999999999986,4.350879665051922,up,
1982-07-08,-41.99999999999999,-5.359751407237712,down,
1982-07-13,27.000000000000135,3.456479434709475,up,
1982-07-16,-35.99999999999994,-4.593122638372734,down,
1982-07-20,-25.0,-3.187636562120294,down,
1982-07-26,29.000000000000092,3.71202235766446,up,
1982-07-30,-25.0,-3.187636562120294,down,
1982-08-02,-34.999999999999964,-4.465351176895242,down,
1982-08-16,-39.00000000000006,-4.976437022805235,down,
1982-08-17,-52.999999999999936,-6.765237483490153,down,
1982-08-20,-41.000000000000014,-5.231979945760219,down,
1982-08-23,37.0000000000001,4.734194049484422,up,
1982-08-27,25.99999999999998,3.32870797323196,up,
1982-09-03,-25.99999999999998,-3.3154080235977865,down,
1982-09-15,27.999999999999936,3.584250896186945,up,
1982-09-21,-30.00000000000007,-3.8264938695077793,down,
1982-09-28,-26.999999999999957,-3.443179485075279,down,
1982-10-04,37.9999999999999,4.861965510961892,up,
1982-10-07,-75.0,-9.576209635995056,down,
1982-10-08,-31.00000000000005,-3.9542653309852716,down,
1982-12-14,-30.00000000000007,-3.8264938695077793,down,
1984-06-01,-27.999999999999936,-3.5709509465527716,down,
1984-06-11,25.99999999999998,3.32870797323196,up,
1984-06-20,29.000000000000092,3.71202235766446,up,
1985-03-08,-26.999999999999957,-3.443179485075279,down,
1985-05-20,-26.999999999999957,-3.443179485075279,down,
1985-06-05,-25.99999999999998,-3.3154080235977865,down,
1985-06-07,31.00000000000005,3.967565280619445,up,
1985-06-14,-31.00000000000005,-3.9542653309852716,down,
1986-06-06,-27.000000000000046,-3.4431794850752904,down,
1987-05-15,29.000000000000004,3.712022357664449,up,
1987-10-08,29.999999999999893,3.83979381914193,up,Black Monday Era
1987-10-19,-29.000000000000092,-3.6987224080302865,down,Black Monday Era
1987-10-20,-83.99999999999999,-10.726152789292511,down,Black Monday Era
1988-12-02,25.99999999999998,3.32870797323196,up,
1989-05-12,-32.00000000000003,-4.082036792462764,down,
1989-06-02,-30.00000000000007,-3.8264938695077793,down,
1989-08-04,32.00000000000003,4.095336742096937,up,
1989-10-13,-31.99999999999994,-4.082036792462753,down,
1990-05-04,-28.000000000000114,-3.570950946552794,down,
1991-12-20,-25.0,-3.187636562120294,down,
1992-04-09,-24.00000000000002,-3.0598651006428015,down,
1992-07-02,-27.000000000000046,-3.4431794850752904,down,
1994-05-06,24.00000000000002,3.073165050276975,up,
1995-02-03,-26.000000000000068,-3.3154080235977976,down,
1995-06-13,-33.00000000000001,-4.209808253940257,down,
1996-03-08,33.00000000000001,4.223108203574429,up,
1996-04-05,25.99999999999998,3.32870797323196,up,
1996-06-07,24.00000000000002,3.073165050276975,up,
1998-10-16,-27.0,-3.443179485075284,down,
2001-11-15,27.99999999999998,3.5842508961869504,up,
2001-11-29,-25.0,-3.187636562120294,down,
2001-12-05,25.99999999999998,3.32870797323196,up,
2002-03-08,24.00000000000002,3.073165050276975,up,
