theoretical_quantile,sample_quantile
-4.009507,-13.183751
-3.742033,-8.018214
-3.611672,-7.478531
-3.523479,-7.247238
-3.456317,-7.247238
-3.401854,-6.938848
-3.355927,-6.244969
-3.316144,-6.167872
-3.281005,-6.090774
-3.249503,-5.859481
-3.220928,-5.859481
-3.194764,-5.628189
-3.170619,-5.473994
-3.148192,-5.396896
-3.127245,-5.319798
-3.107586,-5.242701
-3.089060,-5.242701
-3.071536,-5.165603
-3.054908,-5.165603
-3.039084,-5.088506
-3.023986,-5.088506
-3.009548,-5.011408
-2.995711,-5.011408
-2.982425,-5.011408
-2.969645,-5.011408
-2.957332,-4.934311
-2.945453,-4.934311
-2.933975,-4.857213
-2.922870,-4.857213
-2.912115,-4.780115
-2.901687,-4.780115
-2.891565,-4.703018
-2.881731,-4.625920
-2.872168,-4.548823
-2.862860,-4.548823
-2.853794,-4.471725
-2.844957,-4.471725
-2.836337,-4.471725
-2.827922,-4.394628
-2.819703,-4.317530
-2.811670,-4.317530
-2.803814,-4.240432
-2.796128,-4.240432
-2.788604,-4.240432
-2.781234,-4.240432
-2.774012,-4.240432
-2.766932,-4.163335
-2.759988,-4.163335
-2.753175,-4.163335
-2.746487,-4.163335
-2.739920,-4.163335
-2.733468,-4.086237
-2.727129,-4.086237
-2.720897,-4.086237
-2.714770,-4.009140
-2.708742,-3.932042
-2.702812,-3.854944
-2.696975,-3.854944
-2.691228,-3.854944
-2.685569,-3.854944
-2.679995,-3.777847
-2.674502,-3.777847
-2.669089,-3.777847
-2.663754,-3.700749
-2.658493,-3.700749
-2.653304,-3.700749
-2.648187,-3.700749
-2.643137,-3.700749
-2.638154,-3.700749
-2.633236,-3.700749
-2.628380,-3.700749
-2.623586,-3.623652
-2.618851,-3.623652
-2.614175,-3.623652
-2.609555,-3.623652
-2.604989,-3.623652
-2.600478,-3.546554
-2.596019,-3.546554
-2.591611,-3.546554
-2.587252,-3.546554
-2.582942,-3.546554
-2.578680,-3.546554
-2.574464,-3.546554
-2.570293,-3.469457
-2.566167,-3.469457
-2.562084,-3.469457
-2.558043,-3.469457
-2.554043,-3.469457
-2.550084,-3.392359
-2.546164,-3.392359
-2.542283,-3.392359
-2.538441,-3.392359
-2.534635,-3.392359
-2.530865,-3.392359
-2.527131,-3.392359
-2.523432,-3.315261
-2.519768,-3.315261
-2.516136,-3.315261
-2.512538,-3.315261
-2.508972,-3.315261
-2.505438,-3.238164
-2.501934,-3.238164
-2.498461,-3.238164
-2.495018,-3.238164
-2.491604,-3.161066
-2.488219,-3.161066
-2.484863,-3.161066
-2.481534,-3.161066
-2.478232,-3.161066
-2.474957,-3.161066
-2.471708,-3.161066
-2.468486,-3.161066
-2.465289,-3.161066
-2.462116,-3.161066
-2.458969,-3.161066
-2.455845,-3.083969
-2.452745,-3.083969
-2.449669,-3.083969
-2.446616,-3.083969
-2.443585,-3.083969
-2.440577,-3.083969
-2.437590,-3.083969
-2.434625,-3.083969
-2.431682,-3.083969
-2.428759,-3.083969
-2.425857,-3.083969
-2.422975,-3.083969
-2.420113,-3.083969
-2.417271,-3.083969
-2.414448,-3.083969
-2.411645,-3.083969
-2.408860,-3.083969
-2.406094,-3.006871
-2.403346,-3.006871
-2.400616,-3.006871
-2.397904,-3.006871
-2.395209,-3.006871
-2.392532,-3.006871
-2.389871,-3.006871
-2.387228,-3.006871
-2.384601,-3.006871
-2.381990,-3.006871
-2.379396,-3.006871
-2.376817,-2.929774
-2.374255,-2.929774
-2.371707,-2.929774
-2.369175,-2.929774
-2.366658,-2.929774
-2.364156,-2.929774
-2.361669,-2.929774
-2.359196,-2.929774
-2.356738,-2.929774
-2.354293,-2.929774
-2.351863,-2.929774
-2.349447,-2.929774
-2.347044,-2.929774
-2.344654,-2.852676
-2.342278,-2.852676
-2.339915,-2.852676
-2.337566,-2.852676
-2.335228,-2.852676
-2.332904,-2.852676
-2.330592,-2.852676
-2.328293,-2.852676
-2.326006,-2.852676
-2.323730,-2.775578
-2.321467,-2.775578
-2.319216,-2.775578
-2.316976,-2.775578
-2.314748,-2.775578
-2.312532,-2.775578
-2.310326,-2.775578
-2.308132,-2.775578
-2.305949,-2.775578
-2.303777,-2.775578
-2.301616,-2.775578
-2.299465,-2.698481
-2.297325,-2.698481
-2.295195,-2.698481
-2.293076,-2.698481
-2.290967,-2.698481
-2.288868,-2.698481
-2.286779,-2.698481
-2.284701,-2.698481
-2.282631,-2.698481
-2.280572,-2.621383
-2.278522,-2.621383
-2.276482,-2.621383
-2.274452,-2.621383
-2.272430,-2.621383
-2.270418,-2.621383
-2.268415,-2.621383
-2.266421,-2.621383
-2.264436,-2.621383
-2.262460,-2.621383
-2.260493,-2.621383
-2.258534,-2.621383
-2.256584,-2.621383
-2.254643,-2.621383
-2.252710,-2.621383
-2.250785,-2.621383
-2.248869,-2.621383
-2.246961,-2.621383
-2.245061,-2.544286
-2.243169,-2.544286
-2.241285,-2.544286
-2.239409,-2.544286
-2.237541,-2.544286
-2.235681,-2.544286
-2.233828,-2.544286
-2.231983,-2.544286
-2.230146,-2.544286
-2.228316,-2.544286
-2.226494,-2.544286
-2.224678,-2.544286
-2.222871,-2.544286
-2.221070,-2.544286
-2.219277,-2.544286
-2.217490,-2.544286
-2.215711,-2.544286
-2.213939,-2.544286
-2.212174,-2.544286
-2.210415,-2.544286
-2.208664,-2.467188
-2.206919,-2.467188
-2.205180,-2.467188
-2.203449,-2.467188
-2.201724,-2.467188
-2.200005,-2.467188
-2.198293,-2.467188
-2.196588,-2.467188
-2.194889,-2.467188
-2.193196,-2.467188
-2.191509,-2.467188
-2.189829,-2.467188
-2.188154,-2.467188
-2.186486,-2.467188
-2.184824,-2.467188
-2.183168,-2.467188
-2.181518,-2.467188
-2.179874,-2.467188
-2.178236,-2.467188
-2.176603,-2.467188
-2.174976,-2.467188
-2.173355,-2.467188
-2.171740,-2.467188
-2.170131,-2.467188
-2.168527,-2.390091
-2.166928,-2.390091
-2.165335,-2.390091
-2.163748,-2.390091
-2.162166,-2.390091
-2.160589,-2.390091
-2.159018,-2.390091
-2.157452,-2.390091
-2.155891,-2.390091
-2.154335,-2.390091
-2.152785,-2.390091
-2.151240,-2.390091
-2.149700,-2.390091
-2.148165,-2.390091
-2.146635,-2.390091
-2.145110,-2.390091
-2.143590,-2.390091
-2.142076,-2.390091
-2.140565,-2.390091
-2.139060,-2.390091
-2.137560,-2.390091
-2.136064,-2.390091
-2.134574,-2.390091
-2.133087,-2.390091
-2.131606,-2.312993
-2.130129,-2.312993
-2.128657,-2.312993
-2.127190,-2.312993
-2.125727,-2.312993
-2.124268,-2.312993
-2.122815,-2.312993
-2.121365,-2.312993
-2.119920,-2.312993
-2.118480,-2.312993
