date,delta,sigma_distance,direction,macro_tag
2008-11-20,-31.999999999999986,-4.924543682933546,down,GFC
2008-12-01,-23.0,-3.5384987882527352,down,GFC
2008-12-17,-19.99999999999997,-3.0764838233591267,down,GFC
2009-02-13,20.999999999999996,3.23772069685346,up,
2009-03-18,-26.00000000000002,-4.000513753146343,down,
2009-05-29,-20.000000000000018,-3.076483823359134,down,
2009-06-01,20.999999999999996,3.23772069685346,up,
2010-05-06,-19.99999999999993,-3.07648382335912,down,
2011-08-11,27.99999999999998,4.315755614938534,up,
2011-09-22,-25.0,-3.8465087648484713,down,
2011-10-27,23.0,3.545730673449197,up,
2011-10-31,-19.99999999999997,-3.0764838233591267,down,
2016-11-09,25.0,3.853740650044933,up,
2020-03-06,-31.000000000000007,-4.770538694635681,down,COVID Shock
2020-03-09,-26.0,-4.00051375314634,down,COVID Shock
2020-03-10,29.000000000000004,4.469760603236406,up,COVID Shock
2020-03-16,-21.999999999999996,-3.3844937999548668,down,COVID Shock
2020-03-17,28.999999999999982,4.469760603236403,up,COVID Shock
2020-03-20,-23.0,-3.5384987882527352,down,COVID Shock
2020-03-23,-21.999999999999996,-3.3844937999548668,down,COVID Shock
2022-06-13,21.999999999999975,3.391725685151325,up,Fed Hiking Cycle
2022-11-10,-27.999999999999936,-4.308523729742066,down,
